Domain,Entity,Flow Name,Archetype,tRPC,Type,Procedure Wrapper,Permissions,Permission Mode,Roles,UI Entry Paths,Business Purpose (from code docs),Client References,Related Entities,Implementation Status,Documentation Status,QA Status (Code-Level),Known Issues / Uncertainties,Router File,File Tag
Workflow/Productivity,calendarViews,Get Views,View/Search/Report,calendarViews.getViews,query,protectedProcedure,,,Authenticated user,,Calendar Views Router User-specific calendar view configurations Version 2.0 - Post-Adversarial QA PRODUCTION-READY - No placeholders,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarViews.ts,prod
Workflow/Productivity,calendarViews,Get Default View,View/Search/Report,calendarViews.getDefaultView,query,protectedProcedure,,,Authenticated user,,Calendar Views Router User-specific calendar view configurations Version 2.0 - Post-Adversarial QA PRODUCTION-READY - No placeholders,client/src/pages/CalendarPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarViews.ts,prod
Workflow/Productivity,calendarViews,Create View,Create,calendarViews.createView,mutation,protectedProcedure,,,Authenticated user,,Calendar Views Router User-specific calendar view configurations Version 2.0 - Post-Adversarial QA PRODUCTION-READY - No placeholders,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarViews.ts,prod
Workflow/Productivity,calendarViews,Update View,Update,calendarViews.updateView,mutation,publicProcedure,,,Public (no auth),,Update calendar view,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarViews.ts,prod
Workflow/Productivity,calendarViews,Delete View,Delete/Archive,calendarViews.deleteView,mutation,protectedProcedure,,,Authenticated user,,Delete calendar view,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarViews.ts,prod
Workflow/Productivity,calendarViews,Set As Default,Update,calendarViews.setAsDefault,mutation,protectedProcedure,,,Authenticated user,,Set view as default,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarViews.ts,prod
Workflow/Productivity,calendarsManagement,List,View/Search/Report,calendarsManagement.list,query,protectedProcedure,,,Authenticated user,,Calendars Management Router CAL-001: Multi-Calendar Architecture CAL-002: Availability & Booking Foundation Production-ready implementation,client/src/components/calendar/CalendarFilters.tsx; client/src/components/calendar/EventFormDialog.tsx; client/src/components/calendar/settings/CalendarAppointmentTypes.tsx; client/src/components/calendar/settings/CalendarAvailabilitySettings.tsx; client/src/components/calendar/settings/CalendarGeneralSettings.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Get By Id,View/Search/Report,calendarsManagement.getById,query,protectedProcedure,,,Authenticated user,,Calendars Management Router CAL-001: Multi-Calendar Architecture CAL-002: Availability & Booking Foundation Production-ready implementation,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Create,Create,calendarsManagement.create,mutation,protectedProcedure,,,Authenticated user,,Create a new calendar (admin only),client/src/components/calendar/settings/CalendarGeneralSettings.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Update,Update,calendarsManagement.update,mutation,protectedProcedure,,,Authenticated user,,Update a calendar,client/src/components/calendar/settings/CalendarGeneralSettings.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Archive,Delete/Archive,calendarsManagement.archive,mutation,protectedProcedure,,,Authenticated user,,Archive a calendar (soft delete),client/src/components/calendar/settings/CalendarGeneralSettings.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Restore,Action/Operation,calendarsManagement.restore,mutation,protectedProcedure,,,Authenticated user,,Restore an archived calendar,client/src/components/calendar/settings/CalendarGeneralSettings.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,List Users,View/Search/Report,calendarsManagement.listUsers,query,protectedProcedure,,,Authenticated user,,List users with access to a calendar,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Add User,Create,calendarsManagement.addUser,mutation,protectedProcedure,,,Authenticated user,,Add user access to a calendar,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Remove User,Delete/Archive,calendarsManagement.removeUser,mutation,protectedProcedure,,,Authenticated user,,Remove user access from a calendar,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,List Appointment Types,View/Search/Report,calendarsManagement.listAppointmentTypes,query,protectedProcedure,,,Authenticated user,,List appointment types for a calendar,client/src/components/calendar/settings/CalendarAppointmentTypes.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Create Appointment Type,Create,calendarsManagement.createAppointmentType,mutation,protectedProcedure,,,Authenticated user,,Create an appointment type,client/src/components/calendar/settings/CalendarAppointmentTypes.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Update Appointment Type,Update,calendarsManagement.updateAppointmentType,mutation,protectedProcedure,,,Authenticated user,,Update an appointment type,client/src/components/calendar/settings/CalendarAppointmentTypes.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Delete Appointment Type,Delete/Archive,calendarsManagement.deleteAppointmentType,mutation,protectedProcedure,,,Authenticated user,,Delete an appointment type,client/src/components/calendar/settings/CalendarAppointmentTypes.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,List Availability,View/Search/Report,calendarsManagement.listAvailability,query,protectedProcedure,,,Authenticated user,,List availability rules for a calendar,client/src/components/calendar/settings/CalendarAvailabilitySettings.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Set Availability,Update,calendarsManagement.setAvailability,mutation,protectedProcedure,,,Authenticated user,,Set availability for a calendar (replaces all rules for a day),client/src/components/calendar/settings/CalendarAvailabilitySettings.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,List Blocked Dates,View/Search/Report,calendarsManagement.listBlockedDates,query,protectedProcedure,,,Authenticated user,,List blocked dates for a calendar,client/src/components/calendar/settings/CalendarAvailabilitySettings.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Add Blocked Date,Create,calendarsManagement.addBlockedDate,mutation,protectedProcedure,,,Authenticated user,,Add a blocked date,client/src/components/calendar/settings/CalendarAvailabilitySettings.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Remove Blocked Date,Delete/Archive,calendarsManagement.removeBlockedDate,mutation,protectedProcedure,,,Authenticated user,,Remove a blocked date,client/src/components/calendar/settings/CalendarAvailabilitySettings.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Workflow/Productivity,calendarsManagement,Get Slots,View/Search/Report,calendarsManagement.getSlots,query,protectedProcedure,,,Authenticated user,,============================================================================,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarsManagement.ts,prod
Inventory,catalog,Publish,Action/Operation,catalog.publish,mutation,protectedProcedure,inventory:update,all,"Super Admin, Operations Manager, Inventory Manager",,/** Publish a batch to the catalog,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/catalog.ts,prod
Inventory,catalog,Unpublish,Action/Operation,catalog.unpublish,mutation,protectedProcedure,inventory:update,all,"Super Admin, Operations Manager, Inventory Manager",,/** Unpublish a batch from the catalog,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/catalog.ts,prod
Inventory,catalog,Get Ready For Publishing,View/Search/Report,catalog.getReadyForPublishing,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,/** Get batches ready for publishing (PHOTOGRAPHY_COMPLETE status),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/catalog.ts,prod
Inventory,catalog,Get Public Catalog,View/Search/Report,catalog.getPublicCatalog,query,publicProcedure,,,Public (no auth),,/** Get the public catalog (published items),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/catalog.ts,prod
Inventory,catalog,Sync Quantities,Action/Operation,catalog.syncQuantities,mutation,protectedProcedure,inventory:update,all,"Super Admin, Operations Manager, Inventory Manager",,/** Sync catalog quantities and auto-unpublish sold out items,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/catalog.ts,prod
Inventory,catalog,Bulk Publish,Action/Operation,catalog.bulkPublish,mutation,protectedProcedure,inventory:update,all,"Super Admin, Operations Manager, Inventory Manager",,/** Bulk publish multiple batches,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/catalog.ts,prod
Inventory,catalog,Get Stats,View/Search/Report,catalog.getStats,query,protectedProcedure,inventory:read,all,"Super Admin, Owner/Executive, Operations Manager, Sales Manager, Inventory Manager, Buyer/Procurement, Customer Service, Warehouse Staff, Read-Only Auditor",,/** Get catalog statistics,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/catalog.ts,prod
Inventory,catalog,Get By Batch Id,View/Search/Report,catalog.getByBatchId,query,publicProcedure,,,Public (no auth),,/** Get catalog item by batch ID,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/catalog.ts,prod
CRM,clientNeedsEnhanced,Create,Create,clientNeedsEnhanced.create,mutation,publicProcedure,,,Public (no auth),,/** Create a new client need (with duplicate prevention),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/clientNeedsEnhanced.ts,prod
CRM,clientNeedsEnhanced,Create And Find Matches,Create,clientNeedsEnhanced.createAndFindMatches,mutation,publicProcedure,,,Public (no auth),,/** Create need and immediately find matches,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/clientNeedsEnhanced.ts,prod
CRM,clientNeedsEnhanced,Get By Id,View/Search/Report,clientNeedsEnhanced.getById,query,publicProcedure,,,Public (no auth),,/** Get a client need by ID,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/clientNeedsEnhanced.ts,prod
CRM,clientNeedsEnhanced,Get All,View/Search/Report,clientNeedsEnhanced.getAll,query,publicProcedure,,,Public (no auth),,/** Get all client needs with optional filters,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/clientNeedsEnhanced.ts,prod
CRM,clientNeedsEnhanced,Get Active By Client,View/Search/Report,clientNeedsEnhanced.getActiveByClient,query,publicProcedure,,,Public (no auth),,/** Get active client needs for a specific client,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/clientNeedsEnhanced.ts,prod
CRM,clientNeedsEnhanced,Update,Update,clientNeedsEnhanced.update,mutation,publicProcedure,,,Public (no auth),,/** Update a client need,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/clientNeedsEnhanced.ts,prod
